season_year,estimated_week,team_code,change_type,player_name,draft_round,draft_pick,confidence,estimation_method
2012,11,CHLK,added,Victor Cruz,,,low,weekly_distribution_weighting
2012,8,CHLK,added,Alfred Morris,,,low,weekly_distribution_weighting
2012,3,DKEG,added,Seahawks D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,5,DKEG,added,Brandon Gibson,,,low,weekly_distribution_weighting
2012,17,DKEG,added,Jonathan Dwyer,,,low,weekly_distribution_weighting
2012,3,DKEG,added,Alex Green,,,low,weekly_distribution_weighting
2012,6,DKEG,added,Philip Rivers,,,low,weekly_distribution_weighting
2012,11,DKEG,added,Kendall Wright,,,low,weekly_distribution_weighting
2012,7,DKEG,dropped,Jets D/ST,16.0,2.0,high,late_round_early_drop_pattern+defense_streaming_pattern+weekly_distribution_weighting
2012,11,DKEG,dropped,Lions D/ST,11.0,11.0,high,mid_round_general_pattern+defense_streaming_pattern+weekly_distribution_weighting
2012,2,DKEG,dropped,Ryan Williams,14.0,2.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,3,DKEG,dropped,Dwayne Bowe,5.0,11.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2012,7,DKEG,dropped,Kevin Smith,15.0,11.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,1,DKEG,dropped,Matt Cassel,13.0,11.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2012,3,MRYJ,added,Marcedes Lewis,,,low,weekly_distribution_weighting
2012,7,MRYJ,added,Steelers D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,5,MRYJ,added,Rob Gronkowski,,,low,weekly_distribution_weighting
2012,6,MRYJ,added,Andrew Luck,,,low,weekly_distribution_weighting
2012,4,MRYJ,added,Hakeem Nicks,,,low,weekly_distribution_weighting
2012,7,MRYJ,added,BenJarvus Green-Ellis,,,low,weekly_distribution_weighting
2012,7,MRYJ,added,T.Y. Hilton,,,low,weekly_distribution_weighting
2012,5,MRYJ,added,Michael Crabtree,,,low,weekly_distribution_weighting
2012,10,MRYJ,added,Ryan Grant,,,low,weekly_distribution_weighting
2012,2,MRYJ,added,Kai Forbath,,,low,weekly_distribution_weighting
2012,11,MRYJ,added,Danny Woodhead,,,low,weekly_distribution_weighting
2012,10,MRYJ,added,Isaac Redman,,,low,weekly_distribution_weighting
2012,7,MRYJ,added,Martellus Bennett,,,low,weekly_distribution_weighting
2012,5,MRYJ,added,Antonio Brown,,,low,weekly_distribution_weighting
2012,13,MRYJ,added,Danny Amendola,,,low,weekly_distribution_weighting
2012,13,MRYJ,added,Chris Johnson,,,low,weekly_distribution_weighting
2012,10,BALL,added,Davone Bess,,,low,weekly_distribution_weighting
2012,7,BALL,added,Pierre Thomas,,,low,weekly_distribution_weighting
2012,9,BALL,added,DeAngelo Williams,,,low,weekly_distribution_weighting
2012,11,BALL,added,Steven Hauschka,,,low,weekly_distribution_weighting
2012,11,BALL,added,Matt Ryan,,,low,weekly_distribution_weighting
2012,7,BALL,added,Tony Gonzalez,,,low,weekly_distribution_weighting
2012,8,BALL,added,C.J. Spiller,,,low,weekly_distribution_weighting
2012,6,BALL,added,Ravens D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2012,10,BALL,added,Vincent Jackson,,,low,weekly_distribution_weighting
2012,1,BALL,added,James Jones,,,low,weekly_distribution_weighting
2012,15,BALL,added,Arian Foster,,,low,weekly_distribution_weighting
2012,7,BALL,added,Phil Dawson,,,low,weekly_distribution_weighting
2012,8,BALL,added,Mike Wallace,,,low,weekly_distribution_weighting
2012,9,BALL,added,Carson Palmer,,,low,weekly_distribution_weighting
2012,8,BALL,added,Aaron Hernandez,,,low,weekly_distribution_weighting
2012,12,BALL,added,Brandon Marshall,,,low,weekly_distribution_weighting
2013,10,PCX,added,Rashad Jennings,,,low,weekly_distribution_weighting
2013,10,PCX,added,Patriots D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,3,PCX,added,Le'Veon Bell,,,low,weekly_distribution_weighting
2013,8,PCX,added,Kendall Hunter,,,low,weekly_distribution_weighting
2013,7,PCX,added,Michael Crabtree,,,low,weekly_distribution_weighting
2013,1,PCX,added,Marques Colston,,,low,weekly_distribution_weighting
2013,14,PCX,added,Jordy Nelson,,,low,weekly_distribution_weighting
2013,7,PCX,added,Trent Richardson,,,low,weekly_distribution_weighting
2013,6,PCX,added,Nick Foles,,,low,weekly_distribution_weighting
2013,7,PCX,added,Jordan Cameron,,,low,weekly_distribution_weighting
2013,5,PCX,added,DeSean Jackson,,,low,weekly_distribution_weighting
2013,2,PCX,added,LeGarrette Blount,,,low,weekly_distribution_weighting
2013,1,PCX,added,Matt Asiata,,,low,weekly_distribution_weighting
2013,13,PCX,added,Aaron Rodgers,,,low,weekly_distribution_weighting
2013,2,PCX,added,Phil Dawson,,,low,weekly_distribution_weighting
2013,10,PCX,added,Scott Chandler,,,low,weekly_distribution_weighting
2013,1,GFM,added,Percy Harvin,,,low,weekly_distribution_weighting
2013,6,GFM,added,DeAngelo Williams,,,low,weekly_distribution_weighting
2013,11,GFM,added,Ladarius Green,,,low,weekly_distribution_weighting
2013,1,GFM,added,Justin Tucker,,,low,kicker_adjustment_pattern+weekly_distribution_weighting
2013,13,GFM,added,Hakeem Nicks,,,low,weekly_distribution_weighting
2013,17,GFM,added,Cecil Shorts,,,low,weekly_distribution_weighting
2013,10,GFM,added,Darren McFadden,,,low,weekly_distribution_weighting
2013,17,GFM,added,Antonio Gates,,,low,weekly_distribution_weighting
2013,14,GFM,added,Joe Banyard,,,low,weekly_distribution_weighting
2013,14,GFM,added,Alex Smith,,,low,weekly_distribution_weighting
2013,5,GFM,added,Dolphins D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,12,GFM,added,Ray Rice,,,low,weekly_distribution_weighting
2013,4,GFM,added,Roddy White,,,low,weekly_distribution_weighting
2013,1,GFM,added,Fred Jackson,,,low,weekly_distribution_weighting
2013,17,GFM,added,Tony Romo,,,low,weekly_distribution_weighting
2013,11,GFM,added,Brandon Marshall,,,low,weekly_distribution_weighting
2013,7,MXLB,added,Vikings D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,7,MXLB,added,Chris Ogbonnaya,,,low,weekly_distribution_weighting
2013,8,MXLB,added,Rishard Matthews,,,low,weekly_distribution_weighting
2013,3,MXLB,added,Toby Gerhart,,,low,weekly_distribution_weighting
2013,11,MXLB,added,Bilal Powell,,,low,weekly_distribution_weighting
2013,11,MXLB,added,Cordarrelle Patterson,,,low,weekly_distribution_weighting
2013,12,MXLB,dropped,Arian Foster,1.0,2.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2013,1,MXLB,dropped,Justin Blackmon,12.0,11.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,7,MXLB,dropped,Robert Woods,15.0,2.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2013,4,MXLB,dropped,Sidney Rice,14.0,11.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2013,5,MXLB,dropped,Daryl Richardson,6.0,11.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2013,11,BRIM,added,Case Keenum,,,low,weekly_distribution_weighting
2013,4,BRIM,added,Andre Brown,,,low,weekly_distribution_weighting
2013,6,BRIM,added,Alshon Jeffery,,,low,weekly_distribution_weighting
2013,12,BRIM,added,Riley Cooper,,,low,weekly_distribution_weighting
2013,3,BRIM,added,John Carlson,,,low,weekly_distribution_weighting
2013,2,BRIM,added,Ravens D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,4,BRIM,dropped,Kyle Rudolph,7.0,5.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,17,BRIM,dropped,Tom Crabtree,15.0,5.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2013,11,BRIM,dropped,Patriots D/ST,12.0,8.0,high,mid_round_general_pattern+defense_streaming_pattern+weekly_distribution_weighting
2013,1,BRIM,dropped,Christine Michael,16.0,8.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2013,7,BRIM,dropped,Joe Flacco,10.0,8.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,14,BRIM,dropped,Ronnie Hillman,11.0,5.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,13,SSS,added,Bobby Rainey,,,low,weekly_distribution_weighting
2013,9,SSS,added,Rob Housler,,,low,weekly_distribution_weighting
2013,6,SSS,added,Charles Clay,,,low,weekly_distribution_weighting
2013,11,SSS,added,Eddie Royal,,,low,weekly_distribution_weighting
2013,11,SSS,added,Mark Ingram,,,low,weekly_distribution_weighting
2013,10,SSS,added,Doug Baldwin,,,low,weekly_distribution_weighting
2013,3,SSS,added,Jerricho Cotchery,,,low,weekly_distribution_weighting
2013,4,SSS,added,Brian Hartline,,,low,weekly_distribution_weighting
2013,2,SSS,added,Robbie Gould,,,low,weekly_distribution_weighting
2013,17,SSS,added,Joique Bell,,,low,weekly_distribution_weighting
2013,11,SSS,dropped,Vick Ballard,8.0,5.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,2,SSS,dropped,Mike Williams,4.0,5.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2013,4,SSS,dropped,Mike Nugent,13.0,8.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2013,17,SSS,dropped,Nate Burleson,14.0,5.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2013,14,SSS,dropped,David Wilson,3.0,8.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2013,13,SSS,dropped,Jay Cutler,10.0,5.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,10,SSS,dropped,Tavon Austin,6.0,5.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2013,8,SSS,dropped,Dwayne Allen,12.0,5.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,9,SSS,dropped,Michael Bush,11.0,8.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,11,PITB,added,Bengals D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,8,PITB,added,Jordan Reed,,,low,weekly_distribution_weighting
2013,16,PITB,added,Matt Forte,,,low,weekly_distribution_weighting
2013,6,PITB,added,Calvin Johnson,,,low,weekly_distribution_weighting
2013,11,PITB,added,Chris Ivory,,,low,weekly_distribution_weighting
2013,6,PITB,added,Julian Edelman,,,low,weekly_distribution_weighting
2013,4,PITB,added,BenJarvus Green-Ellis,,,low,weekly_distribution_weighting
2013,7,PITB,added,Ryan Succop,,,low,weekly_distribution_weighting
2013,7,PITB,added,Emmanuel Sanders,,,low,weekly_distribution_weighting
2013,17,PITB,added,Donald Brown,,,low,weekly_distribution_weighting
2013,15,PITB,added,DeAndre Hopkins,,,low,weekly_distribution_weighting
2013,12,PITB,added,Tom Brady,,,low,weekly_distribution_weighting
2013,12,PITB,added,Ben Roethlisberger,,,low,weekly_distribution_weighting
2013,10,PITB,added,Martellus Bennett,,,low,weekly_distribution_weighting
2013,5,PITB,added,Panthers D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,13,PITB,added,Carson Palmer,,,low,weekly_distribution_weighting
2013,5,JAGB,added,Cam Newton,,,low,weekly_distribution_weighting
2013,7,JAGB,added,Eddie Lacy,,,low,weekly_distribution_weighting
2013,9,JAGB,added,Steven Jackson,,,low,weekly_distribution_weighting
2013,8,JAGB,added,Adam Vinatieri,,,low,weekly_distribution_weighting
2013,11,JAGB,added,Andre Ellington,,,low,weekly_distribution_weighting
2013,10,JAGB,added,Greg Olsen,,,low,weekly_distribution_weighting
2013,12,JAGB,added,49ers D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,1,JAGB,added,T.Y. Hilton,,,low,weekly_distribution_weighting
2013,17,JAGB,added,Eric Decker,,,low,weekly_distribution_weighting
2013,13,JAGB,added,Philip Rivers,,,low,weekly_distribution_weighting
2013,7,JAGB,added,David Akers,,,low,weekly_distribution_weighting
2013,3,JAGB,added,Adrian Peterson,,,low,weekly_distribution_weighting
2013,13,JAGB,added,Mike Wallace,,,low,weekly_distribution_weighting
2013,6,JAGB,added,Keenan Allen,,,low,weekly_distribution_weighting
2013,10,JAGB,added,Tavon Austin,,,low,weekly_distribution_weighting
2013,7,JAGB,added,Garrett Graham,,,low,weekly_distribution_weighting
2013,3,LNO,added,Chiefs D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,1,LNO,added,Andre Holmes,,,low,weekly_distribution_weighting
2013,17,LNO,added,Jason Witten,,,low,weekly_distribution_weighting
2013,5,LNO,added,Wes Welker,,,low,weekly_distribution_weighting
2013,5,LNO,added,Steve Smith,,,low,weekly_distribution_weighting
2013,10,LNO,added,Steven Hauschka,,,low,weekly_distribution_weighting
2013,2,LNO,added,Frank Gore,,,low,weekly_distribution_weighting
2013,8,LNO,added,Jamaal Charles,,,low,weekly_distribution_weighting
2013,17,LNO,added,Rod Streater,,,low,weekly_distribution_weighting
2013,14,LNO,added,Knile Davis,,,low,weekly_distribution_weighting
2013,13,LNO,added,Justin Hunter,,,low,weekly_distribution_weighting
2013,9,LNO,added,Andre Caldwell,,,low,weekly_distribution_weighting
2013,1,LNO,added,Marcel Reece,,,low,weekly_distribution_weighting
2013,6,LNO,added,Denarius Moore,,,low,weekly_distribution_weighting
2013,16,LNO,added,Marvin Jones,,,low,weekly_distribution_weighting
2013,17,LNO,added,Drew Brees,,,low,weekly_distribution_weighting
2013,6,CHLK,added,Zac Stacy,,,low,weekly_distribution_weighting
2013,6,CHLK,added,LeSean McCoy,,,low,weekly_distribution_weighting
2013,13,CHLK,added,Maurice Jones-Drew,,,low,weekly_distribution_weighting
2013,9,CHLK,added,Jacoby Jones,,,low,weekly_distribution_weighting
2013,8,CHLK,added,Graham Gano,,,low,weekly_distribution_weighting
2013,7,CHLK,added,Terrance Williams,,,low,weekly_distribution_weighting
2013,15,CHLK,added,Vernon Davis,,,low,weekly_distribution_weighting
2013,9,CHLK,added,Bryce Brown,,,low,weekly_distribution_weighting
2013,1,CHLK,added,Vincent Jackson,,,low,weekly_distribution_weighting
2013,7,CHLK,added,Colin Kaepernick,,,low,weekly_distribution_weighting
2013,1,CHLK,added,Jordan Todman,,,low,weekly_distribution_weighting
2013,12,CHLK,added,Da'Rick Rogers,,,low,weekly_distribution_weighting
2013,5,CHLK,added,Browns D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,6,CHLK,added,Jay Cutler,,,low,weekly_distribution_weighting
2013,8,CHLK,added,Timothy Wright,,,low,weekly_distribution_weighting
2013,3,CHLK,added,Kendall Wright,,,low,weekly_distribution_weighting
2013,5,DKEG,added,Delanie Walker,,,low,weekly_distribution_weighting
2013,12,DKEG,added,Dennis Pitta,,,low,weekly_distribution_weighting
2013,11,DKEG,added,Harry Douglas,,,low,weekly_distribution_weighting
2013,3,DKEG,added,Bills D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,2,DKEG,added,Montee Ball,,,low,weekly_distribution_weighting
2013,3,DKEG,added,Eagles D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,4,DKEG,added,Alex Henery,,,low,weekly_distribution_weighting
2013,13,DKEG,added,Rueben Randle,,,low,weekly_distribution_weighting
2013,11,DKEG,dropped,Matt Schaub,11.0,4.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,10,DKEG,dropped,Texans D/ST,9.0,4.0,high,mid_round_general_pattern+defense_streaming_pattern+weekly_distribution_weighting
2013,12,DKEG,dropped,Robert Turbin,10.0,9.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,9,DKEG,dropped,Matt Bryant,12.0,9.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,7,DKEG,dropped,Jermichael Finley,7.0,4.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,11,DKEG,dropped,Brandon Pettigrew,13.0,4.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2013,17,MRYJ,added,Jermaine Gresham,,,low,weekly_distribution_weighting
2013,11,MRYJ,added,Cardinals D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,13,MRYJ,added,Nick Novak,,,low,weekly_distribution_weighting
2013,11,MRYJ,added,Brent Celek,,,low,weekly_distribution_weighting
2013,10,MRYJ,added,Tyler Eifert,,,low,weekly_distribution_weighting
2013,1,MRYJ,added,Stevan Ridley,,,low,weekly_distribution_weighting
2013,5,MRYJ,added,Joe Flacco,,,low,weekly_distribution_weighting
2013,7,MRYJ,added,Lamar Miller,,,low,weekly_distribution_weighting
2013,3,MRYJ,added,Titans D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,2,MRYJ,dropped,Steelers D/ST,14.0,2.0,high,late_round_early_drop_pattern+defense_streaming_pattern+weekly_distribution_weighting
2013,15,MRYJ,dropped,Mark Ingram,9.0,11.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,3,MRYJ,dropped,Josh Freeman,13.0,11.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2013,10,MRYJ,dropped,Garrett Hartley,16.0,2.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2013,9,MRYJ,dropped,Randall Cobb,3.0,11.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2013,3,MRYJ,dropped,Jared Cook,11.0,11.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,12,MRYJ,dropped,Marques Colston,5.0,11.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2013,11,MRYJ,dropped,Zach Sudfeld,12.0,2.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2013,2,MRYJ,dropped,Trent Richardson,1.0,11.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2013,7,WZRD,added,Seahawks D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,16,WZRD,added,Shaun Suisham,,,low,weekly_distribution_weighting
2013,9,WZRD,added,Matt Ryan,,,low,weekly_distribution_weighting
2013,10,WZRD,added,Rams D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2013,15,WZRD,added,Mike Tolbert,,,low,weekly_distribution_weighting
2013,15,WZRD,added,Andre Johnson,,,low,weekly_distribution_weighting
2013,2,WZRD,added,Stephen Gostkowski,,,low,weekly_distribution_weighting
2013,7,WZRD,added,Danny Woodhead,,,low,weekly_distribution_weighting
2013,12,WZRD,added,James Jones,,,low,weekly_distribution_weighting
2013,3,WZRD,added,Doug Martin,,,low,weekly_distribution_weighting
2013,13,WZRD,added,Steve Johnson,,,low,weekly_distribution_weighting
2013,6,WZRD,added,Daniel Thomas,,,low,weekly_distribution_weighting
2013,15,WZRD,added,Zach Miller,,,low,weekly_distribution_weighting
2013,10,WZRD,added,Jared Cook,,,low,weekly_distribution_weighting
2013,3,WZRD,added,Danny Amendola,,,low,weekly_distribution_weighting
2013,6,WZRD,added,Chris Johnson,,,low,weekly_distribution_weighting
2014,7,PCX,added,Lions D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2014,6,PCX,added,C.J. Anderson,,,low,weekly_distribution_weighting
2014,8,PCX,added,Russell Wilson,,,low,weekly_distribution_weighting
2014,12,PCX,added,Jordan Reed,,,low,weekly_distribution_weighting
2014,15,PCX,added,Robert Turbin,,,low,weekly_distribution_weighting
2014,11,PCX,added,Jason Witten,,,low,weekly_distribution_weighting
2014,10,PCX,added,A.J. Green,,,low,weekly_distribution_weighting
2014,10,PCX,added,Kerwynn Williams,,,low,weekly_distribution_weighting
2014,4,PCX,added,Cody Parkey,,,low,weekly_distribution_weighting
2014,3,PCX,added,Odell Beckham Jr.,,,low,weekly_distribution_weighting
2014,8,PCX,added,Carlos Hyde,,,low,weekly_distribution_weighting
2014,5,PCX,added,Alfred Blue,,,low,weekly_distribution_weighting
2014,6,PCX,added,Bills D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2014,10,PCX,added,Jonas Gray,,,low,weekly_distribution_weighting
2014,17,PCX,added,Demaryius Thomas,,,low,weekly_distribution_weighting
2014,10,PCX,added,Josh Brown,,,low,weekly_distribution_weighting
2014,2,GFM,added,Percy Harvin,,,low,weekly_distribution_weighting
2014,6,GFM,added,Rob Gronkowski,,,low,weekly_distribution_weighting
2014,1,GFM,added,Jordan Matthews,,,low,weekly_distribution_weighting
2014,11,GFM,added,Steven Jackson,,,low,weekly_distribution_weighting
2014,1,GFM,added,Wes Welker,,,low,weekly_distribution_weighting
2014,5,GFM,added,Boobie Dixon,,,low,weekly_distribution_weighting
2014,1,GFM,added,Mason Crosby,,,low,weekly_distribution_weighting
2014,17,GFM,added,Rams D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2014,1,GFM,added,Toby Gerhart,,,low,weekly_distribution_weighting
2014,1,GFM,added,Charles Johnson,,,low,weekly_distribution_weighting
2014,1,GFM,added,Texans D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2014,12,GFM,added,Arian Foster,,,low,weekly_distribution_weighting
2014,1,GFM,added,Tom Brady,,,low,weekly_distribution_weighting
2014,8,GFM,added,Dez Bryant,,,low,weekly_distribution_weighting
2014,14,GFM,added,Fred Jackson,,,low,weekly_distribution_weighting
2014,6,GFM,added,Davante Adams,,,low,weekly_distribution_weighting
2014,11,MXLB,added,Vikings D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2014,1,MXLB,added,Matt Asiata,,,low,weekly_distribution_weighting
2014,7,MXLB,added,Joseph Randle,,,low,weekly_distribution_weighting
2014,15,MXLB,added,Heath Miller,,,low,weekly_distribution_weighting
2014,12,MXLB,added,Caleb Sturgis,,,low,weekly_distribution_weighting
2014,7,MXLB,added,Connor Barth,,,low,weekly_distribution_weighting
2014,6,MXLB,dropped,Johnny Manziel,15.0,6.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2014,3,MXLB,dropped,Shayne Graham,13.0,6.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2014,3,MXLB,dropped,Devonta Freeman,11.0,6.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2014,8,MXLB,dropped,C.J. Spiller,4.0,7.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2014,6,MXLB,dropped,Ravens D/ST,14.0,7.0,high,late_round_early_drop_pattern+defense_streaming_pattern+weekly_distribution_weighting
2014,10,BRIM,added,Stepfan Taylor,,,low,weekly_distribution_weighting
2014,11,BRIM,added,Latavius Murray,,,low,weekly_distribution_weighting
2014,3,BRIM,added,Benjamin Cunningham,,,low,weekly_distribution_weighting
2014,5,BRIM,added,Doug Baldwin,,,low,weekly_distribution_weighting
2014,1,BRIM,added,T.Y. Hilton,,,low,weekly_distribution_weighting
2014,3,BRIM,added,Denard Robinson,,,low,weekly_distribution_weighting
2014,13,BRIM,added,Jared Cook,,,low,weekly_distribution_weighting
2014,11,BRIM,added,Owen Daniels,,,low,weekly_distribution_weighting
2014,1,BRIM,added,Torrey Smith,,,low,weekly_distribution_weighting
2014,9,BRIM,added,Ronnie Hillman,,,low,weekly_distribution_weighting
2014,11,BRIM,dropped,Maurice Jones-Drew,5.0,10.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2014,5,BRIM,dropped,Charles Clay,11.0,10.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2014,11,BRIM,dropped,Dez Bryant,2.0,3.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2014,9,BRIM,dropped,Carlos Hyde,9.0,10.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2014,8,BRIM,dropped,Wes Welker,3.0,10.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2014,1,BRIM,dropped,Kenny Britt,14.0,3.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2014,8,BRIM,dropped,Kenny Stills,13.0,10.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2014,10,BRIM,dropped,Toby Gerhart,4.0,3.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2014,13,BRIM,dropped,Golden Tate,7.0,10.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2014,14,BRIM,dropped,Coby Fleener,16.0,3.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2014,12,SSS,added,Bobby Rainey,,,low,weekly_distribution_weighting
2014,9,SSS,added,Delanie Walker,,,low,weekly_distribution_weighting
2014,11,SSS,added,Ryan Tannehill,,,low,weekly_distribution_weighting
2014,12,SSS,added,Colts D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2014,12,SSS,added,Michael Floyd,,,low,weekly_distribution_weighting
2014,11,SSS,added,Brandon LaFell,,,low,weekly_distribution_weighting
2014,7,SSS,added,Mohamed Sanu,,,low,weekly_distribution_weighting
2014,10,SSS,added,Justin Forsett,,,low,weekly_distribution_weighting
2014,4,SSS,added,Terrance West,,,low,weekly_distribution_weighting
2014,8,SSS,added,Dan Bailey,,,low,weekly_distribution_weighting
2014,14,SSS,added,Billy Cundiff,,,low,weekly_distribution_weighting
2014,13,SSS,dropped,Jared Cook,13.0,4.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2014,3,SSS,dropped,Patriots D/ST,11.0,4.0,high,mid_round_general_pattern+defense_streaming_pattern+weekly_distribution_weighting
2014,9,SSS,dropped,Malcom Floyd,5.0,4.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2014,8,SSS,dropped,Ray Rice,6.0,9.0,medium,early_round_injury_pattern+weekly_distribution_weighting
2014,12,SSS,dropped,Jermaine Kearse,10.0,9.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2014,8,SSS,dropped,Mike Evans,9.0,4.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2014,12,SSS,dropped,Joe Flacco,14.0,9.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2014,16,SSS,dropped,Tavon Austin,7.0,4.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2014,6,SSS,dropped,Ronnie Hillman,15.0,4.0,medium,late_round_early_drop_pattern+weekly_distribution_weighting
2014,9,SSS,dropped,Matt Prater,12.0,9.0,medium,mid_round_general_pattern+weekly_distribution_weighting
2014,17,PITB,added,Justin Tucker,,,low,kicker_adjustment_pattern+weekly_distribution_weighting
2014,10,PITB,added,Nick Novak,,,low,weekly_distribution_weighting
2014,6,PITB,added,Chris Ivory,,,low,weekly_distribution_weighting
2014,3,PITB,added,Giovani Bernard,,,low,weekly_distribution_weighting
2014,1,PITB,added,Golden Tate,,,low,weekly_distribution_weighting
2014,16,PITB,added,Dwayne Bowe,,,low,weekly_distribution_weighting
2014,11,PITB,added,Jamaal Charles,,,low,weekly_distribution_weighting
2014,5,PITB,added,Isaiah Crowell,,,low,weekly_distribution_weighting
2014,6,PITB,added,Jordy Nelson,,,low,weekly_distribution_weighting
2014,2,PITB,added,Coby Fleener,,,low,weekly_distribution_weighting
2014,11,PITB,added,Vincent Jackson,,,low,weekly_distribution_weighting
2014,10,PITB,added,Jordan Cameron,,,low,weekly_distribution_weighting
2014,11,PITB,added,Robert Griffin,,,low,weekly_distribution_weighting
2014,13,PITB,added,Luke Willson,,,low,weekly_distribution_weighting
2014,15,PITB,added,Tony Romo,,,low,weekly_distribution_weighting
2014,8,PITB,added,Broncos D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2014,1,JAGB,added,Pierre Thomas,,,low,weekly_distribution_weighting
2014,11,JAGB,added,Cardinals D/ST,,,low,defense_streaming_pattern+weekly_distribution_weighting
2014,17,JAGB,added,Mychal Rivera,,,low,weekly_distribution_weighting
2014,2,JAGB,added,Sammy Watkins,,,low,weekly_distribution_weighting
2014,7,JAGB,added,Andrew Luck,,,low,weekly_distribution_weighting
2014,13,JAGB,added,Le'Veon Bell,,,low,weekly_distribution_weighting
